STOP_ID,DIRECTION_ID,STOP_NAME,STATION_NAME,STATION_DESCRIPTIVE_NAME,MAP_ID,ADA,RED,BLUE,G,BRN,P,Pexp,Y,Pnk,O,Location
30113,E,54th/Cermak (Loop-bound),54th/Cermak,54th/Cermak (Pink Line),40580,true,false,false,false,false,false,false,false,true,false,"(41.85177331, -87.75669201)"
30114,W,54th/Cermak (Terminal arrival),54th/Cermak,54th/Cermak (Pink Line),40580,true,false,false,false,false,false,false,false,true,false,"(41.85177331, -87.75669201)"
30177,N,63rd (Howard-bound),63rd,63rd (Red Line),40910,true,true,false,false,false,false,false,false,false,false,"(41.780536, -87.630952)"
30178,S,63rd (95th-bound),63rd,63rd (Red Line),40910,true,true,false,false,false,false,false,false,false,false,"(41.780536, -87.630952)"
30191,N,69th (Howard-bound),69th,69th (Red Line),40990,true,true,false,false,false,false,false,false,false,false,"(41.768367, -87.625724)"
30192,S,69th (95th-bound),69th,69th (Red Line),40990,true,true,false,false,false,false,false,false,false,false,"(41.768367, -87.625724)"
30046,N,79th (Howard-bound),79th,79th (Red Line),40240,true,true,false,false,false,false,false,false,false,false,"(41.750419, -87.625112)"
30047,S,79th (95th-bound),79th,79th (Red Line),40240,true,true,false,false,false,false,false,false,false,false,"(41.750419, -87.625112)"
30275,N,87th (Howard-bound),87th,87th (Red Line),41430,true,true,false,false,false,false,false,false,false,false,"(41.735372, -87.624717)"
30276,S,87th (95th-bound),87th,87th (Red Line),41430,true,true,false,false,false,false,false,false,false,false,"(41.735372, -87.624717)"
30089,S,95th/Dan Ryan (95th-bound),95th/Dan Ryan,95th/Dan Ryan (Red Line),40450,true,true,false,false,false,false,false,false,false,false,"(41.722377, -87.624342)"
30088,N,95th/Dan Ryan (Howard-bound),95th/Ran Ryan,95th/Ran Ryan (Red Line),40450,true,true,false,false,false,false,false,false,false,false,"(41.722377, -87.624342)"
30132,S,Adams/Wabash (Inner Loop),Adams/Wabash,"Adams/Wabash (Brown, Green, Orange, Pink & Purple Lines)",40680,false,false,false,true,false,false,true,false,true,true,"(41.879507, -87.626037)"
30131,N,Adams/Wabash (Outer Loop),Adams/Wabash,"Adams/Wabash (Brown, Green, Orange, Pink & Purple Lines)",40680,false,false,false,true,true,false,false,false,false,false,"(41.879507, -87.626037)"
30240,S,Addison (Forest Pk-bound),Addison,Addison (Blue Line),41240,true,false,true,false,false,false,false,false,false,false,"(41.94738, -87.71906)"
30277,N,Addison (Kimball-bound),Addison,Addison (Brown Line),41440,true,false,false,false,true,false,false,false,false,false,"(41.947028, -87.674642)"
30274,S,Addison (95th-bound),Addison,Addison (Red Line),41420,true,true,false,false,false,false,false,false,false,false,"(41.947428, -87.653626)"
30278,S,Addison (Loop-bound),Addison,Addison (Brown Line),41440,true,false,false,false,true,false,false,false,false,false,"(41.947028, -87.674642)"
30273,N,Addison (Howard-bound),Addison,Addison (Red Line),41420,true,true,false,false,false,false,false,false,false,false,"(41.947428, -87.653626)"
30239,N,Addison (O'Hare-bound),Addison,Addison (Blue Line),41240,true,false,true,false,false,false,false,false,false,false,"(41.94738, -87.71906)"
30229,N,Argyle (Howard-bound),Argyle,Argyle (Red Line),41200,false,true,false,false,false,false,false,false,false,false,"(41.973453, -87.65853)"
30230,S,Argyle (95th-bound),Argyle,Argyle (Red Line),41200,false,true,false,false,false,false,false,false,false,false,"(41.973453, -87.65853)"
30128,S,Armitage (Loop-bound),Armitage,Armitage (Brown & Purple Lines),40660,true,false,false,false,true,false,true,false,false,false,"(41.918217, -87.652644)"
30127,N,Armitage (Kimball-Linden-bound),Armitage,Armitage (Brown & Purple Lines),40660,true,false,false,false,true,false,true,false,false,false,"(41.918217, -87.652644)"
30205,N,Ashland (Loop-bound),Ashland,Ashland (Orange Line),41060,true,false,false,false,false,false,false,false,false,true,"(41.839234, -87.665317)"
30206,S,Ashland (Midway-bound),Ashland,Ashland (Orange Line),41060,true,false,false,false,false,false,false,false,false,true,"(41.839234, -87.665317)"
30057,W,Ashland/63rd (Terminal arrival),Ashland/63rd,Ashland/63rd (Green Line),40290,true,false,false,true,false,false,false,false,false,false,"(41.77886, -87.663766)"
30056,E,Ashland/63rd (Harlem-bound),Ashland/63rd,Ashland/63rd (Green Line),40290,true,false,false,true,false,false,false,false,false,false,"(41.77886, -87.663766)"
30001,E,Austin (O'Hare-bound),Austin,Austin (Blue Line),40010,false,false,true,false,false,false,false,false,false,false,"(41.870851, -87.776812)"
30002,W,Austin (Forest Pk-bound),Austin,Austin (Blue Line),40010,false,false,true,false,false,false,false,false,false,false,"(41.870851, -87.776812)"
30243,E,Austin (63rd-bound),Austin,Austin (Green Line),41260,false,false,false,true,false,false,false,false,false,false,"(41.887293, -87.774135)"
30244,W,Austin (Harlem-bound),Austin,Austin (Green Line),41260,false,false,false,true,false,false,false,false,false,false,"(41.887293, -87.774135)"
30258,S,Belmont (Loop-bound),Belmont,"Belmont (Red, Brown & Purple Lines)",41320,true,false,false,false,true,false,true,false,false,false,"(41.939751, -87.65338)"
30013,S,Belmont (O'Hare Branch) (Forest Pk-bound),Belmont,Belmont (Blue Line),40060,false,false,true,false,false,false,false,false,false,false,"(41.938132, -87.712359)"
30012,N,Belmont (O'Hare Branch) (O'Hare-bound),Belmont,Belmont (Blue Line),40060,false,false,true,false,false,false,false,false,false,false,"(41.938132, -87.712359)"
30256,S,Belmont (95th-bound),Belmont,"Belmont (Red, Brown & Purple Lines)",41320,true,true,false,false,false,false,false,false,false,false,"(41.939751, -87.65338)"
30255,N,Belmont (Howard-bound),Belmont,"Belmont (Red, Brown & Purple Lines)",41320,true,true,false,false,false,false,false,false,false,false,"(41.939751, -87.65338)"
30257,N,Belmont (Kimball-Linden-bound),Belmont,"Belmont (Red, Brown & Purple Lines)",41320,true,false,false,false,true,false,true,false,false,false,"(41.939751, -87.65338)"
30067,S,Berwyn (95th-bound),Berwyn,Berwyn (Red Line),40340,false,true,false,false,false,false,false,false,false,false,"(41.977984, -87.658668)"
30066,N,Berwyn (Howard-bound),Berwyn,Berwyn (Red Line),40340,false,true,false,false,false,false,false,false,false,false,"(41.977984, -87.658668)"
30267,N,Bryn Mawr (Howard-bound),Bryn Mawr,Bryn Mawr (Red Line),41380,false,true,false,false,false,false,false,false,false,false,"(41.983504, -87.65884)"
30268,S,Bryn Mawr (95th-bound),Bryn Mawr,Bryn Mawr (Red Line),41380,false,true,false,false,false,false,false,false,false,false,"(41.983504, -87.65884)"
30086,E,California (Loop-bound),California,California (Pink Line),40440,true,false,false,false,false,false,false,false,true,false,"(41.854109, -87.694774)"
30087,W,California (54th/Cermak-bound),California,California (Pink Line),40440,true,false,false,false,false,false,false,false,true,false,"(41.854109, -87.694774)"
30111,N,California (O'Hare-bound),California,California (Blue Line),40570,false,false,true,false,false,false,false,false,false,false,"(41.921939, -87.69689)"
30112,S,California (Forest Pk-bound),California,California  (Blue Line),40570,false,false,true,false,false,false,false,false,false,false,"(41.921939, -87.69689)"
30266,W,California (Harlem-bound),California,California (Green Line),41360,true,false,false,true,false,false,false,false,false,false,"(41.88422, -87.696234)"
30265,E,California (63rd-bound),California,California (Green Line),41360,true,false,false,true,false,false,false,false,false,false,"(41.88422, -87.696234)"
30242,S,Central (Howard-Loop-bound),Central,Central (Purple Line),41250,false,false,false,false,false,true,true,false,false,false,"(42.063987, -87.685617)"
30241,N,Central (Linden-bound),Central,Central (Purple Line),41250,false,false,false,false,false,true,true,false,false,false,"(42.063987, -87.685617)"
30055,W,Central (Harlem-bound),Central,Central (Green Line),40280,true,false,false,true,false,false,false,false,false,false,"(41.887389, -87.76565)"
30054,E,Central (63rd-bound),Central,Central (Green Line),40280,true,false,false,true,false,false,false,false,false,false,"(41.887389, -87.76565)"
30151,E,Central Park (Loop-bound),Central Park,Central Park (Pink Line),40780,true,false,false,false,false,false,false,false,true,false,"(41.853839, -87.714842)"
30152,W,Central Park (54th/Cermak-bound),Central Park,Central Park (Pink Line),40780,true,false,false,false,false,false,false,false,true,false,"(41.853839, -87.714842)"
30194,S,Cermak-Chinatown (95th-bound),Cermak-Chinatown,Cermak-Chinatown (Red Line),41000,true,true,false,false,false,false,false,false,false,false,"(41.853206, -87.630968)"
30193,N,Cermak-Chinatown (Howard-bound),Cermak-Chinatown,Cermak-Chinatown (Red Line),41000,true,true,false,false,false,false,false,false,false,false,"(41.853206, -87.630968)"
30382,S,Cermak-McCormick Place (63rd-bound),Cermak-McCormick Place,Cermak-McCormick Place (Green Line),41690,true,false,false,true,false,false,false,false,false,false,"(41.853115, -87.626402)"
30032,E,Ashland (Loop-63rd-bound),Ashland,Ashland (Green & Pink Lines),40170,true,false,false,true,false,false,false,false,true,false,"(41.885269, -87.666969)"
30381,N,Cermak-McCormick Place (Harlem-bound),Cermak-McCormick Place,Cermak-McCormick Place (Green Line),41690,true,false,false,true,false,false,false,false,false,false,"(41.853115, -87.626402)"
30138,S,Chicago (Loop-bound),Chicago,Chicago (Brown & Purple Lines),40710,true,false,false,false,true,false,true,false,false,false,"(41.89681, -87.635924)"
30271,N,Chicago (O'Hare-bound),Chicago,Chicago (Blue Line),41410,false,false,true,false,false,false,false,false,false,false,"(41.896075, -87.655214)"
30272,S,Chicago (Forest Pk-bound),Chicago,Chicago (Blue Line),41410,false,false,true,false,false,false,false,false,false,false,"(41.896075, -87.655214)"
30279,N,Chicago (Howard-bound),Chicago,Chicago (Red Line),41450,true,true,false,false,false,false,false,false,false,false,"(41.896671, -87.628176)"
30280,S,Chicago (95th-bound),Chicago,Chicago (Red Line),41450,true,true,false,false,false,false,false,false,false,false,"(41.896671, -87.628176)"
30137,N,Chicago (Kimball-Linden-bound),Chicago,Chicago (Brown & Purple Lines),40710,true,false,false,false,true,false,true,false,false,false,"(41.89681, -87.635924)"
30187,E,Cicero (O'Hare-bound),Cicero,Cicero (Blue Line),40970,false,false,true,false,false,false,false,false,false,false,"(41.871574, -87.745154)"
30083,W,Cicero (54th/Cermak-bound),Cicero,Cicero (Pink Line),40420,true,false,false,false,false,false,false,false,true,false,"(41.85182, -87.745336)"
30082,E,Cicero (Loop-bound),Cicero,Cicero (Pink Line),40420,true,false,false,false,false,false,false,false,true,false,"(41.85182, -87.745336)"
30188,W,Cicero (Forest Pk-bound),Cicero,Cicero (Blue Line),40970,false,false,true,false,false,false,false,false,false,false,"(41.871574, -87.745154)"
30009,W,Cicero (Harlem-bound),Cicero,Cicero (Green Line),40480,true,false,false,true,false,false,false,false,false,false,"(41.886519, -87.744698)"
30094,E,Cicero (63rd-bound),Cicero,Cicero (Green Line),40480,true,false,false,true,false,false,false,false,false,false,"(41.886519, -87.744698)"
30122,S,Clark/Division (95th-bound),Clark/Division,Clark/Division (Red Line),40630,true,true,false,false,false,false,false,false,false,false,"(41.90392, -87.631412)"
30121,N,Clark/Division (Howard-bound),Clark/Division,Clark/Division (Red Line),40630,true,true,false,false,false,false,false,false,false,false,"(41.90392, -87.631412)"
30074,E,Clark/Lake (Inner Loop),Clark/Lake,"Clark/Lake (Blue, Brown, Green, Orange, Purple & Pink Lines)",40380,true,false,false,true,false,false,true,false,true,true,"(41.885737, -87.630886)"
30075,W,Clark/Lake (Outer Loop),Clark/Lake,"Clark/Lake (Blue, Brown, Green, Orange, Purple & Pink Lines)",40380,true,false,false,true,true,false,false,false,false,false,"(41.885737, -87.630886)"
30374,S,Clark/Lake (Forest Pk-bound),Clark/Lake,"Clark/Lake (Blue, Brown, Green, Orange, Purple & Pink Lines)",40380,true,false,true,false,false,false,false,false,false,false,"(41.885737, -87.630886)"
30375,N,Clark/Lake (O'Hare-bound),Clark/Lake,"Clark/Lake (Blue, Brown, Green, Orange, Purple & Pink Lines)",40380,true,false,true,false,false,false,false,false,false,false,"(41.885737, -87.630886)"
30222,W,Clinton (Harlem-54th/Cermak-bound),Clinton,Clinton (Green & Pink Lines),41160,true,false,false,true,false,false,false,false,true,false,"(41.885678, -87.641782)"
30221,E,Clinton (Loop-63rd-bound),Clinton,Clinton (Green & Pink Lines),41160,true,false,false,true,false,false,false,false,true,false,"(41.885678, -87.641782)"
30085,W,Clinton (Forest Pk-bound),Clinton,Clinton (Blue Line),40430,false,false,true,false,false,false,false,false,false,false,"(41.875539, -87.640984)"
30084,E,Clinton (O'Hare-bound),Clinton,Clinton (Blue Line),40430,false,false,true,false,false,false,false,false,false,false,"(41.875539, -87.640984)"
30291,E,Conservatory (63rd-bound),Conservatory,Conservatory (Green Line),41670,true,false,false,true,false,false,false,false,false,false,"(41.884904, -87.716523)"
30292,W,Conservatory (Harlem-bound),Conservatory,Conservatory (Green Line),41670,true,false,false,true,false,false,false,false,false,false,"(41.884904, -87.716523)"
30140,W,Cottage Grove (Harlem-bound),Cottage Grove,Cottage Grove (Green Line),40720,true,false,false,true,false,false,false,false,false,false,"(41.780309, -87.605857)"
30139,E,Cottage Grove (Terminal arrival),Cottage Grove,Cottage Grove (Green Line),40720,true,false,false,true,false,false,false,false,false,false,"(41.780309, -87.605857)"
30044,N,Cumberland (O'Hare-bound),Cumberland,Cumberland (Blue Line),40230,true,false,true,false,false,false,false,false,false,false,"(41.984246, -87.838028)"
30045,S,Cumberland (Forest Pk-bound),Cumberland,Cumberland (Blue Line),40230,true,false,true,false,false,false,false,false,false,false,"(41.984246, -87.838028)"
30019,S,Damen (Loop-bound),Damen,Damen (Brown Line),40090,true,false,false,false,true,false,false,false,false,false,"(41.966286, -87.678639)"
30041,W,Damen (54th/Cermak-bound),Damen,Damen (Pink Line),40210,true,false,false,false,false,false,false,false,true,false,"(41.854517, -87.675975)"
30040,E,Damen (Loop-bound),Damen,Damen (Pink Line),40210,true,false,false,false,false,false,false,false,true,false,"(41.854517, -87.675975)"
30116,S,Damen/Milwaukee (Forest Pk-bound),Damen,Damen (Blue Line),40590,false,false,true,false,false,false,false,false,false,false,"(41.909744, -87.677437)"
30115,N,Damen/Milwaukee (O'Hare-bound),Damen,Damen (Blue Line),40590,false,false,true,false,false,false,false,false,false,false,"(41.909744, -87.677437)"
30018,N,Damen (Kimball-bound),Damen,Damen (Brown Line),40090,true,false,false,false,true,false,false,false,false,false,"(41.966286, -87.678639)"
30010,N,Davis (Linden-bound),Davis,Davis (Purple Line),40050,true,false,false,false,false,true,true,false,false,false,"(42.04771, -87.683543)"
30011,S,Davis (Howard-Loop-bound),Davis,Davis (Purple Line),40050,true,false,false,false,false,true,true,false,false,false,"(42.04771, -87.683543)"
30133,N,Dempster (Linden-bound),Dempster,Dempster (Purple Line),40690,false,false,false,false,false,true,true,false,false,false,"(42.041655, -87.681602)"
30134,S,Dempster (Howard-Loop-bound),Dempster,Dempster (Purple Line),40690,false,false,false,false,false,true,true,false,false,false,"(42.041655, -87.681602)"
30026,N,Dempster-Skokie (Arrival),Dempster-Skokie,Dempster-Skokie  (Yellow Line),40140,true,false,false,false,false,false,false,true,false,false,"(42.038951, -87.751919)"
30027,S,Dempster-Skokie (Howard-bound),Dempster-Skokie,Dempster-Skokie  (Yellow Line),40140,true,false,false,false,false,false,false,true,false,false,"(42.038951, -87.751919)"
30103,N,Diversey (Kimball-Linden-bound),Diversey,Diversey (Brown & Purple Lines),40530,true,false,false,false,true,false,true,false,false,false,"(41.932732, -87.653131)"
30104,S,Diversey (Loop-bound),Diversey,Diversey (Brown & Purple Lines),40530,true,false,false,false,true,false,true,false,false,false,"(41.932732, -87.653131)"
30062,N,Division (O'Hare-bound),Division,Division (Blue Line),40320,false,false,true,false,false,false,false,false,false,false,"(41.903355, -87.666496)"
30063,S,Division (Forest Pk-bound),Division,Division (Blue Line),40320,false,false,true,false,false,false,false,false,false,false,"(41.903355, -87.666496)"
30077,W,Forest Park (Terminal Arrival),Forest Park,Forest Park (Blue Line),40390,true,false,true,false,false,false,false,false,false,false,"(41.874257, -87.817318)"
30076,E,Forest Park (O'Hare-bound),Forest Park,Forest Park (Blue Line),40390,true,false,true,false,false,false,false,false,false,false,"(41.874257, -87.817318)"
30101,N,Foster (Linden-bound),Foster,Foster (Purple Line),40520,false,false,false,false,false,true,true,false,false,false,"(42.05416, -87.68356)"
30102,S,Foster (Howard-Loop-bound),Foster,Foster (Purple Line),40520,false,false,false,false,false,true,true,false,false,false,"(42.05416, -87.68356)"
30168,S,Francisco (Loop-bound),Francisco,Francisco (Brown Line),40870,true,false,false,false,true,false,false,false,false,false,"(41.966046, -87.701644)"
30167,N,Francisco (Kimball-bound),Francisco,Francisco (Brown Line),40870,true,false,false,false,true,false,false,false,false,false,"(41.966046, -87.701644)"
30234,S,Fullerton (95th-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)",41220,true,true,false,false,false,false,false,false,false,false,"(41.925051, -87.652866)"
30236,S,Fullerton (Loop-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)",41220,true,false,false,false,true,false,true,false,false,false,"(41.925051, -87.652866)"
30235,N,Fullerton (Kimball-Linden-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)",41220,true,false,false,false,true,false,true,false,false,false,"(41.925051, -87.652866)"
30233,N,Fullerton (Howard-bound),Fullerton,"Fullerton (Red, Brown & Purple Lines)",41220,true,true,false,false,false,false,false,false,false,false,"(41.925051, -87.652866)"
30100,S,Garfield (63rd-bound),Garfield,Garfield (Green Line),40510,true,false,false,true,false,false,false,false,false,false,"(41.795172, -87.618327)"
30224,S,Garfield (95th-bound),Garfield,Garfield (Red Line),41170,true,true,false,false,false,false,false,false,false,false,"(41.79542, -87.631157)"
30223,N,Garfield (Howard-bound),Garfield,Garfield (Red Line),41170,true,true,false,false,false,false,false,false,false,false,"(41.79542, -87.631157)"
30099,N,Garfield (Harlem-bound),Garfield,Garfield (Green Line),40510,true,false,false,true,false,false,false,false,false,false,"(41.795172, -87.618327)"
30096,S,Grand/Milwaukee (Forest Pk-bound),Grand,Grand (Blue Line),40490,false,false,true,false,false,false,false,false,false,false,"(41.891189, -87.647578)"
30064,N,Grand/State (Howard-bound),Grand,Grand (Red Line),40330,true,true,false,false,false,false,false,false,false,false,"(41.891665, -87.628021)"
30065,S,Grand/State (95th-bound),Grand,Grand (Red Line),40330,true,true,false,false,false,false,false,false,false,false,"(41.891665, -87.628021)"
30095,N,Grand/Milwaukee (O'Hare-bound),Grand,Grand (Blue Line),40490,false,false,true,false,false,false,false,false,false,false,"(41.891189, -87.647578)"
30148,S,Granville (95th-bound),Granville,Granville (Red Line),40760,true,true,false,false,false,false,false,false,false,false,"(41.993664, -87.659202)"
30147,N,Granville (Howard-bound),Granville,Granville (Red Line),40760,true,true,false,false,false,false,false,false,false,false,"(41.993664, -87.659202)"
30183,E,Halsted/63rd (Harlem-bound),Halsted,Halsted (Green Line),40940,true,false,false,true,false,false,false,false,false,false,"(41.778943, -87.644244)"
30216,S,Halsted (Midway-bound),Halsted,Halsted (Orange Line),41130,true,false,false,false,false,false,false,false,false,true,"(41.84678, -87.648088)"
30184,W,Halsted/63rd (Ashland-bound),Halsted,Halsted (Green Line),40940,true,false,false,true,false,false,false,false,false,false,"(41.778943, -87.644244)"
30215,N,Halsted (Loop-bound),Halsted,Halsted (Orange Line),41130,true,false,false,false,false,false,false,false,false,true,"(41.84678, -87.648088)"
30189,E,Harlem (Forest Pk Branch) (O'Hare-bound),Harlem,Harlem (Blue Line - Forest Park Branch),40980,false,false,true,false,false,false,false,false,false,false,"(41.87349, -87.806961)"
30146,S,Harlem (O'Hare Branch) (Forest Pk-bound),Harlem,Harlem (Blue Line - O'Hare Branch),40750,true,false,true,false,false,false,false,false,false,false,"(41.98227, -87.8089)"
30145,N,Harlem (O'Hare Branch) (O'Hare-bound),Harlem,Harlem (Blue Line - O'Hare Branch),40750,true,false,true,false,false,false,false,false,false,false,"(41.98227, -87.8089)"
30190,W,Harlem (Forest Pk Branch) (Terminal arrival),Harlem,Harlem (Blue Line - Forest Park Branch),40980,false,false,true,false,false,false,false,false,false,false,"(41.87349, -87.806961)"
30003,E,Harlem (63rd-bound),Harlem/Lake,Harlem/Lake (Green Line),40020,true,false,false,true,false,false,false,false,false,false,"(41.886848, -87.803176)"
30004,W,Harlem (Terminal arrival),Harlem/Lake,Harlem/Lake (Green Line),40020,true,false,false,true,false,false,false,false,false,false,"(41.886848, -87.803176)"
30165,E,H.W. Library (Outer Loop),Harold Washington Library-State/Van Buren,"Harold Washington Library-State/Van Buren (Brown, Orange, Purple & Pink Lines)",40850,true,false,false,false,true,false,false,false,false,false,"(41.876862, -87.628196)"
30166,W,H.W. Library (Inner Loop),Harold Washington Library-State/Van Buren,"Harold Washington Library-State/Van Buren (Brown, Orange, Purple & Pink Lines)",40850,true,false,false,false,false,false,true,false,true,true,"(41.876862, -87.628196)"
30286,S,Harrison (95th-bound),Harrison,Harrison (Red Line),41490,false,true,false,false,false,false,false,false,false,false,"(41.874039, -87.627479)"
30285,N,Harrison (Howard-bound),Harrison,Harrison (Red Line),41490,false,true,false,false,false,false,false,false,false,false,"(41.874039, -87.627479)"
30173,N,Howard (Terminal arrival),Howard,"Howard (Red, Purple & Yellow Lines)",40900,true,true,false,false,false,false,false,false,false,false,"(42.019063, -87.672892)"
30176,S,Howard (Terminal arrival),Howard,"Howard (Red, Purple & Yellow Lines)",40900,true,false,false,false,false,true,true,true,false,false,"(42.019063, -87.672892)"
30175,N,"Howard (Linden, Skokie-bound)",Howard,"Howard (Red, Purple & Yellow Lines)",40900,true,false,false,false,false,true,true,true,false,false,"(42.019063, -87.672892)"
30174,S,Howard (95th-Bound),Howard,"Howard (Red, Purple & Yellow Lines)",40900,true,true,false,false,false,false,false,false,false,false,"(42.019063, -87.672892)"
30157,E,Illinois Medical District (O'Hare-bound),Illinois Medical District,Illinois Medical District (Blue Line),40810,true,false,true,false,false,false,false,false,false,false,"(41.875706, -87.673932)"
30158,W,Illinois Medical District (Forest Pk-bound),Illinois Medical District,Illinois Medical District (Blue Line),40810,true,false,true,false,false,false,false,false,false,false,"(41.875706, -87.673932)"
30059,S,Indiana (63rd-bound),Indiana,Indiana (Green Line),40300,true,false,false,true,false,false,false,false,false,false,"(41.821732, -87.621371)"
30058,N,Indiana (Harlem-bound),Indiana,Indiana (Green Line),40300,true,false,false,true,false,false,false,false,false,false,"(41.821732, -87.621371)"
30282,S,Irving Park (Loop-bound),Irving Park,Irving Park (Brown Line),41460,true,false,false,false,true,false,false,false,false,false,"(41.954521, -87.674868)"
30107,N,Irving Park (O'Hare Branch) (O'Hare-bound),Irving Park,Irving Park (Blue Line),40550,false,false,true,false,false,false,false,false,false,false,"(41.952925, -87.729229)"
30108,S,Irving Park (O'Hare Branch) (Forest Pk-bound),Irving Park,Irving Park (Blue Line),40550,false,false,true,false,false,false,false,false,false,false,"(41.952925, -87.729229)"
30281,N,Irving Park (Kimball-bound),Irving Park,Irving Park (Brown Line),41460,true,false,false,false,true,false,false,false,false,false,"(41.954521, -87.674868)"
30014,N,Jackson/Dearborn (O'Hare-bound),Jackson,Jackson (Blue Line),40070,true,false,true,false,false,false,false,false,false,false,"(41.878183, -87.629296)"
30110,S,Jackson/State (95th-bound),Jackson,Jackson (Red Line),40560,true,true,false,false,false,false,false,false,false,false,"(41.878153, -87.627596)"
30109,N,Jackson/State (Howard-bound),Jackson,Jackson (Red Line),40560,true,true,false,false,false,false,false,false,false,false,"(41.878153, -87.627596)"
30015,S,Jackson/Dearborn (Forest Pk-bound),Jackson,Jackson (Blue Line),40070,true,false,true,false,false,false,false,false,false,false,"(41.878183, -87.629296)"
30227,N,Jarvis (Howard-bound),Jarvis,Jarvis (Red Line),41190,false,true,false,false,false,false,false,false,false,false,"(42.015876, -87.669092)"
30228,S,Jarvis (95th-bound),Jarvis,Jarvis (Red Line),41190,false,true,false,false,false,false,false,false,false,false,"(42.015876, -87.669092)"
30247,N,Jefferson Park (O'Hare-bound),Jefferson Park,Jefferson Park (Blue Line),41280,true,false,true,false,false,false,false,false,false,false,"(41.970634, -87.760892)"
30248,S,Jefferson Park (Forest Pk-bound),Jefferson Park,Jefferson Park (Blue Line),41280,true,false,true,false,false,false,false,false,false,false,"(41.970634, -87.760892)"
30226,S,Kedzie (Loop-bound),Kedzie,Kedzie (Brown Line),41180,true,false,false,false,true,false,false,false,false,false,"(41.965996, -87.708821)"
30219,N,Kedzie (Loop-bound),Kedzie,Kedzie (Orange Line),41150,true,false,false,false,false,false,false,false,false,true,"(41.804236, -87.704406)"
30220,S,Kedzie (Midway-bound),Kedzie,Kedzie (Orange Line),41150,true,false,false,false,false,false,false,false,false,true,"(41.804236, -87.704406)"
30202,W,Kedzie (54th/Cermak-bound),Kedzie,Kedzie (Pink Line),41040,true,false,false,false,false,false,false,false,true,false,"(41.853964, -87.705408)"
30201,E,Kedzie (Loop-bound),Kedzie,Kedzie (Pink Line),41040,true,false,false,false,false,false,false,false,true,false,"(41.853964, -87.705408)"
30225,N,Kedzie (Kimball-bound),Kedzie,Kedzie (Brown Line),41180,true,false,false,false,true,false,false,false,false,false,"(41.965996, -87.708821)"
30207,E,Kedzie (63rd-bound),Kedzie,Kedzie (Green Line),41070,true,false,false,true,false,false,false,false,false,false,"(41.884321, -87.706155)"
30208,W,Kedzie (Harlem-bound),Kedzie,Kedzie (Green Line),41070,true,false,false,true,false,false,false,false,false,false,"(41.884321, -87.706155)"
30049,W,Kedzie-Homan (Forest Pk-bound),Kedzie-Homan,Kedzie-Homan (Blue Line),40250,true,false,true,false,false,false,false,false,false,false,"(41.874341, -87.70604)"
30048,E,Kedzie-Homan (O'Hare-bound),Kedzie-Homan,Kedzie-Homan (Blue Line),40250,true,false,true,false,false,false,false,false,false,false,"(41.874341, -87.70604)"
